Company,Role,Topic,Sub-topic,Round,Question
Lognormal Analytics,Backend Developer,Security,XSS / CSRF / Auth / SQL Injection,Technical Round,How do you rate-limit a Python API? Explain the token bucket algorithm.
Lognormal Analytics,Backend Developer,Security,XSS / CSRF / Auth / SQL Injection,Technical Round,How do you manage secrets and environment variables securely in a Python backend?
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,Explain the difference between server-side rendering (SSR) and client-side rendering (CSR).
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,What is the difference between REST and GraphQL APIs? What are the trade-offs?
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,Explain CORS. How do you configure it to allow only specific origins?
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,What is a WebSocket? How does it differ from HTTP polling? Give a real-time use case.
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,How does React's virtual DOM work? How does reconciliation differ from actual DOM updates?
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,Explain the difference between useState and useEffect in React. Give a data-fetching example.
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,How would you implement pagination in both the backend API and the frontend component?
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,"Design the architecture for a real-time analytics dashboard (backend, database, caching, frontend)."
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,How do you handle authentication in a full-stack app? Explain the JWT flow from login to API call.
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,What is lazy loading? How would you implement code splitting in a React app?
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,How do you optimize a slow web page? Name at least 5 frontend and 3 backend optimizations.
Lognormal Analytics,Full Stack Developer,Full Stack,React / REST / SSR / Performance / Testing,Technical Round,"What testing strategies do you use? Explain unit, integration, and end-to-end testing."
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,"Explain the difference between supervised, unsupervised, and reinforcement learning with examples."
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is the difference between a data analyst and a data scientist?
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,Explain logistic regression. How is it different from linear regression?
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is a decision tree? Explain Gini impurity vs information gain for node splits.
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is Random Forest? How does bagging reduce variance compared to a single tree?
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is gradient boosting? Explain how XGBoost/LightGBM improves on traditional boosting.
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,Explain cross-validation. Why is k-fold CV better than a single train/test split for small datasets?
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is feature engineering? Give 3 examples of features you'd engineer from a raw timestamp column.
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,How do you handle class imbalance in a binary classification problem?
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is the ROC-AUC curve? How does it differ from accuracy as an evaluation metric?
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is collaborative filtering? How does a recommendation system work?
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is a Markov chain? Give an example of how it can be used in data science.
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,Explain what overfitting is and list 5 techniques to prevent it.
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,Explain the bias-variance tradeoff. How does increasing model complexity affect each?
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,What is regularization? Explain L1 (Lasso) and L2 (Ridge) and when to use each.
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,You are building a churn prediction model. Describe your end-to-end approach.
Lognormal Analytics,Data Scientist,Machine Learning,Supervised / Unsupervised / Model Evaluation / Regularization,Technical Round,How do you deploy a trained ML model to production? What challenges arise post-deployment?
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,"What is the output of: list1 = [1,2,3]; list2 = list1; list2.append(4); print(list1)?"
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,What is the difference between a shallow copy and a deep copy in Python?
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,What does the @staticmethod decorator do? How is it different from @classmethod?
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,What is a lambda function? Write a lambda to sort a list of tuples by the second element.
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,What is the difference between __init__ and __new__ in Python classes?
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,How does Python's garbage collector work? What is reference counting?
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,What is the difference between *args and **kwargs? Give a function that uses both.
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,What does yield do in a function? How is a generator different from returning a list?
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,"What is a dictionary comprehension? Write one to create {1:1, 2:4, 3:9, 4:16, 5:25}."
ZeOmega,Backend Developer,Python,Python Fundamentals / OOP / MCQ Concepts,Online Test,What is the difference between is and == in Python? Give an example where they behave differently.
ZeOmega,Backend Developer,JavaScript,JS Fundamentals / Async / Closures,Online Test,"What is the difference between var, let, and const in JavaScript? Explain hoisting."
ZeOmega,Backend Developer,JavaScript,JS Fundamentals / Async / Closures,Online Test,What is a Promise? How does async/await improve on callbacks and .then() chaining?
ZeOmega,Backend Developer,JavaScript,JS Fundamentals / Async / Closures,Online Test,Explain event bubbling and event capturing in JavaScript.
ZeOmega,Backend Developer,JavaScript,JS Fundamentals / Async / Closures,Online Test,What is the difference between == and === in JavaScript?
ZeOmega,Backend Developer,JavaScript,JS Fundamentals / Async / Closures,Online Test,What is closure in JavaScript? Give an example of a closure that retains state.
ZeOmega,Backend Developer,SQL,Aggregation / Pivot,Online Test,"Given employees (emp_id, name, salary, dept_id), find the highest-paid employee in each department."
ZeOmega,Backend Developer,SQL,Aggregation / Pivot,Online Test,"Given student scores (student_id, subject, score), pivot the data to show Math, Science, English in separate columns."
ZeOmega,Backend Developer,Python,Coding Problem,Online Test,"Write a Python function to sort space-separated numbers in ascending order by digit sum. E.g., '4444 102 306 508' → ordered by digit sum."
ZeOmega,Backend Developer,Python,Coding Problem,Online Test,"Given N integers, split into maximum chunks where max(chunk[i]) < min(chunk[i+1]). Return the count of chunks."
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,"Walk me through your current project: architecture, tech stack, and major challenges you solved."
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,What is SQLAlchemy? How does it compare to raw SQL with sqlite3? Show how you'd define a Users model.
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,How do you perform a bulk insert in SQLAlchemy efficiently? Difference between bulk_insert_mappings and session.add_all.
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,How does SQLAlchemy handle lazy vs eager loading? What is the N+1 problem in ORM contexts?
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,What is cyclomatic complexity? Calculate it for a function with 3 if-else branches and 2 loops.
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,What is XSS? Give a realistic example and explain how to prevent it in a Python web app.
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,What is SQL injection? Show a vulnerable Python code snippet and the corrected parameterized version.
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,Explain CSRF. How do you implement CSRF protection in a Django or Flask application?
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,What is the difference between a session and a token (JWT) in web authentication?
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,How do you manage database schema migrations in a Python project? Explain Alembic revision commands.
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,What are Python's context managers? Write a custom one using __enter__ and __exit__.
ZeOmega,Backend Developer,Python / Backend / Security,SQLAlchemy / ORM / Auth / Security Concepts,Technical Discussion,Explain Python's asyncio. When would you use async def and await over regular threading?
ZeOmega,Backend Developer,Behavioral,Situational / Cultural Fit,Managerial / HR Round,Why are you interested in ZeOmega? What do you know about the Jiva healthcare platform?
ZeOmega,Backend Developer,Behavioral,Situational / Cultural Fit,Managerial / HR Round,Describe a situation where you had to quickly learn a new technology for a project.
ZeOmega,Backend Developer,Behavioral,Situational / Cultural Fit,Managerial / HR Round,Tell me about a time your code caused a production issue. How did you handle it and what did you learn?
ZeOmega,Backend Developer,Behavioral,Situational / Cultural Fit,Managerial / HR Round,Where do you see yourself in 3 years?
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,Write a query to find all members who booked at least 3 fitness classes in the last 30 days.
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,Calculate the monthly churn rate: % of members active last month who did not book a class this month.
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,Write a query to find the most popular fitness class by booking count in each city.
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,Write a query to extrapolate next month's revenue from the last 3 months of booking data.
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,Find members active for 6+ months but with no booking in the last 30 days — at-risk segment.
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,Write a query to calculate conversion rate from free trial to paid membership.
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,"Write a query to find the average session duration per workout type, excluding outliers (>3 std devs above mean)."
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,"Rank instructors by average member rating using tables: members, bookings, classes, instructors."
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,Write a query to calculate Weekly Active Users (WAU) and Monthly Active Users (MAU). What is the DAU/MAU ratio?
Cure.fit,Data Analyst,SQL,Health/Fitness Domain KPIs / Aggregation / Window Functions,Technical Round 1,Write a query to identify members who booked a class within 24 hours of signing up (quick activation cohort).
Cure.fit,Data Analyst,Python,EDA / Pandas / Visualization / Statistical Coding,Technical Round 2,"Perform a full EDA on a Cure.fit member activity CSV: missing values, distributions, outliers, correlation."
Cure.fit,Data Analyst,Python,EDA / Pandas / Visualization / Statistical Coding,Technical Round 2,"Write Python code to segment members into 3 groups: High (>8 bookings/month), Medium (3-8), Low (<3)."
Cure.fit,Data Analyst,Python,EDA / Pandas / Visualization / Statistical Coding,Technical Round 2,"Write a function to calculate 30-day, 60-day, and 90-day retention rate from a user_events DataFrame."
Cure.fit,Data Analyst,Python,EDA / Pandas / Visualization / Statistical Coding,Technical Round 2,"A dataset has: member age, gender, city, plan type, classes attended. Write Python code to find which features correlate most with high attendance."
Cure.fit,Data Analyst,Python,EDA / Pandas / Visualization / Statistical Coding,Technical Round 2,Write a matplotlib/seaborn plot to visualize weekly booking trends over 6 months with an anomaly highlighted.
Cure.fit,Data Analyst,Python,EDA / Pandas / Visualization / Statistical Coding,Technical Round 2,Merge two DataFrames (members and bookings) on member_id and find members with zero bookings.
Cure.fit,Data Analyst,Python,EDA / Pandas / Visualization / Statistical Coding,Technical Round 2,Write Python code to detect if a spike in bookings on a specific date is statistically significant vs the prior 4-week average.
Cure.fit,Data Analyst,Python,EDA / Pandas / Visualization / Statistical Coding,Technical Round 2,Write a function that takes a DataFrame of member sessions and returns the average days between consecutive bookings per member.
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,How would you estimate Cult.fit's total revenue for next month? Walk through your assumptions step by step.
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,Swiggy is experiencing delivery delays. How would you analyze the root cause as a data analyst? What data would you pull? (Case study — analytical thinking)
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,How many gym members does Cure.fit have in Bengaluru? Estimate from first principles.
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,Cure.fit launches a new outdoor run class. How would you measure its success after 30 days?
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,A new competitor enters the fitness market. How would you use Cure.fit's data to defend market share?
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,The number of class bookings dropped 25% last Tuesday. How do you diagnose this?
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,How would you identify which instructors are most likely to cause member churn if they leave?
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,Design a dashboard for Cure.fit's operations team. What KPIs would you include and why?
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,What is the LTV (Lifetime Value) of a Cult.fit member? How would you calculate it from available data?
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,How would you design a data-driven loyalty/rewards program for Cult.fit?
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,"How would you use A/B testing to evaluate whether a new workout type increases bookings? Define hypothesis, metrics, and success criteria."
Cure.fit,Data Analyst,Business Case / Guesstimate,Domain KPIs / Estimation / Root Cause / Experimental Design,Case Study Round,"Describe how you'd approach building a churn prediction model for Cure.fit: what features, which model, and how would you evaluate it?"
Cure.fit,Data Analyst,Behavioral,Situational / Cultural Fit,Culture Fit Round,Why do you want to work at Cure.fit / Cult.fit? How does health-tech align with your interests?
Cure.fit,Data Analyst,Behavioral,Situational / Cultural Fit,Culture Fit Round,Describe a time you used data to challenge a belief held by your team or manager.
Cure.fit,Data Analyst,Behavioral,Situational / Cultural Fit,Culture Fit Round,How do you handle disagreements with a product manager about which metrics to prioritize?
Cure.fit,Data Analyst,Behavioral,Situational / Cultural Fit,Culture Fit Round,Tell me about a project where you delivered insights under a tight deadline.
Cure.fit,Data Analyst,Behavioral,Situational / Cultural Fit,Culture Fit Round,What does 'being data-driven' mean to you? Give an example where data overruled intuition.
